iteration,npc_id,event_type,intent,score,winning_margin,stress,integrity,will_state,mask_active,scores_trace
318,npc_318,PLAYER_SPOKE,warn,0.3847,0.013299999999999979,59.88913233992872,0.43606851151843307,deceptive,False,"{'talk': 0.3252, 'warn': 0.3847, 'intimidate': -0.3315, 'flee': -0.0321, 'attack': -0.2748, 'help': 0.3107, 'report': 0.3714, 'trade': 0.1161, 'observe': 0.1223, 'idle': -0.0257}"
319,npc_319,world_tick,idle,0.0,0.009600000000000025,63.62471350439236,0.2916640976787531,free,True,"{'talk': 0.0732, 'warn': -0.0501, 'intimidate': -0.0289, 'flee': 0.0657, 'attack': -0.0188, 'help': 0.0352, 'report': -0.0021, 'trade': 0.0155, 'observe': -0.0463, 'block_path': 0.1239, 'ambush': 0.1314, 'seek_ally': 0.1372, 'offer_job': 0.1355, 'request_service': -0.0219, 'spread_rumor': 0.1136, 'call_for_help': 0.0661, 'change_role': 0.1468, 'idle': -0.0262}"
320,npc_320,player_talks,idle,0.4813,0.041100000000000025,1.2897663838784656,0.4848990247547217,coerced,False,"{'talk': 0.1843, 'warn': 0.0761, 'intimidate': -1.0, 'flee': 0.349, 'attack': -1.0, 'help': 0.149, 'report': 0.1571, 'trade': 0.3529, 'observe': 0.4402, 'idle': 0.4813}"
321,npc_321,npc_proximity_leave,trade,0.3567,0.10830000000000001,81.88447440507423,0.31157346584685663,deceptive,True,"{'talk': 0.2484, 'warn': -0.0737, 'intimidate': -0.3502, 'flee': 0.0191, 'attack': -0.3712, 'help': 0.0807, 'report': -0.0326, 'trade': 0.3567, 'observe': 0.0845, 'idle': 0.1325}"
322,npc_322,object_moved,report,0.3172,0.18419999999999997,69.08181366549707,0.7746923080403721,free,True,"{'talk': 0.0438, 'warn': 0.1273, 'intimidate': -0.1339, 'flee': 0.0796, 'attack': -0.1929, 'help': -0.0586, 'report': 0.3172, 'trade': 0.0836, 'observe': -0.0137, 'idle': 0.133}"
323,npc_323,npc_spoke,observe,0.3708,0.2792,58.760304675381526,0.029259116133893315,broken,True,"{'talk': 0.1579, 'flee': 0.0399, 'observe': 0.3708, 'idle': 0.2196, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
324,npc_324,player_attacks,idle,0.1901,0.0032999999999999974,0.432892869099899,0.9204771779790167,deceptive,True,"{'talk': 0.1868, 'warn': 0.0222, 'intimidate': -0.0697, 'flee': -0.0401, 'attack': -0.0131, 'help': 0.0293, 'report': 0.1267, 'trade': 0.0053, 'observe': 0.0837, 'idle': 0.1901}"
325,npc_325,intimidation,observe,0.2208,0.0796,12.361540247426694,0.762273679384965,loyal,False,"{'talk': 0.0182, 'warn': 0.014, 'intimidate': -1.0, 'flee': 0.1412, 'help': 0.125, 'report': -0.0185, 'trade': 0.1247, 'observe': 0.2208, 'idle': 0.0803}"
326,npc_326,player_cast_spell,report,0.5244,0.13689999999999997,89.475464702441,0.36744139477087023,deceptive,False,"{'talk': 0.0379, 'warn': 0.3875, 'intimidate': -0.2655, 'flee': 0.1077, 'attack': -0.3088, 'help': 0.0816, 'report': 0.5244, 'trade': 0.2979, 'observe': 0.0562, 'idle': -0.0019}"
327,npc_327,player_used_item,observe,0.2915,0.35850000000000004,59.49608299436382,0.8381091313414588,broken,True,"{'talk': -0.0569, 'flee': 0.0307, 'observe': 0.2915, 'idle': 0.1659, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
328,npc_328,player_attack,report,0.4009,0.022399999999999975,23.082179299273353,0.7377983559135527,deceptive,False,"{'talk': 0.0608, 'warn': 0.3785, 'intimidate': -0.4312, 'flee': 0.1455, 'attack': -0.308, 'help': 0.0247, 'report': 0.4009, 'trade': 0.1156, 'observe': 0.0969, 'idle': -0.0075}"
329,npc_329,npc_proximity_leave,report,0.3058,0.0040000000000000036,49.78990442324456,0.8094815973913096,free,False,"{'talk': 0.1873, 'warn': 0.2565, 'intimidate': -0.3037, 'flee': 0.2138, 'attack': -0.4179, 'help': 0.1396, 'report': 0.3058, 'trade': 0.3018, 'observe': 0.1055, 'idle': 0.1083}"
330,npc_330,npc_proximity_close,idle,0.2297,0.0678,48.745492669948284,0.6600785892738692,loyal,True,"{'talk': 0.1053, 'warn': 0.0889, 'intimidate': -0.2043, 'flee': 0.1619, 'help': 0.0177, 'report': -0.0011, 'trade': 0.0914, 'observe': -0.0139, 'idle': 0.2297}"
331,npc_331,player_helpers,talk,0.1708,0.4792,83.69341519952572,0.026899842658594353,broken,True,"{'talk': 0.1708, 'flee': 0.0422, 'observe': 0.0764, 'idle': 0.069, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
332,npc_332,player_interacts,idle,0.2914,0.017699999999999994,11.447129650111687,0.03737762168727354,deceptive,True,"{'talk': 0.0832, 'warn': 0.1181, 'intimidate': -0.3421, 'flee': -0.0353, 'attack': -0.3005, 'help': 0.0564, 'report': 0.0455, 'trade': 0.0858, 'observe': 0.2737, 'idle': 0.2914}"
333,npc_333,proximity_leave,report,0.3634,0.056599999999999984,50.276852258635444,0.6148278735542364,deceptive,True,"{'talk': 0.3068, 'warn': 0.0555, 'intimidate': -0.0272, 'flee': 0.0838, 'attack': -0.0214, 'help': 0.2167, 'report': 0.3634, 'trade': 0.0975, 'observe': 0.0915, 'idle': 0.2373}"
334,npc_334,player_talks,idle,0.0,0.0199,33.683806116405826,0.47526836713482357,free,True,"{'talk': 0.1343, 'warn': 0.1084, 'intimidate': -0.1079, 'flee': 0.0972, 'attack': -0.0536, 'help': 0.1144, 'report': 0.0387, 'trade': 0.0034, 'observe': 0.0676, 'idle': 0.0231}"
335,npc_335,npc_moved,observe,0.389,0.12390000000000001,86.27098067592004,0.9621170746081172,deceptive,True,"{'talk': -0.0511, 'warn': 0.1161, 'intimidate': -1.0, 'flee': 0.0405, 'attack': -1.0, 'help': 0.0441, 'report': 0.0585, 'trade': 0.0235, 'observe': 0.389, 'idle': 0.2651}"
336,npc_336,object_destroyed,idle,0.3881,0.08760000000000001,76.55300818404233,0.86018594972949,coerced,True,"{'talk': 0.0859, 'warn': 0.3005, 'intimidate': -1.0, 'flee': 0.1398, 'attack': -1.0, 'help': 0.0406, 'report': 0.2795, 'trade': 0.065, 'observe': 0.2459, 'idle': 0.3881}"
337,npc_337,smell_emitted,warn,0.3562,0.027400000000000035,55.98250105328344,0.03700373472266272,coerced,False,"{'talk': 0.0309, 'warn': 0.3562, 'intimidate': -1.0, 'flee': 0.3227, 'attack': -1.0, 'help': 0.089, 'report': 0.2425, 'trade': 0.3288, 'observe': 0.3018, 'idle': 0.3251}"
338,npc_338,smell_emitted,observe,0.3916,0.00019999999999997797,89.67732441681194,0.3968950505790273,coerced,True,"{'talk': -0.0261, 'warn': 0.0436, 'intimidate': -1.0, 'flee': 0.2266, 'attack': -1.0, 'help': 0.0342, 'report': 0.2745, 'trade': 0.1713, 'observe': 0.3916, 'idle': 0.3914}"
339,npc_339,help,trade,0.3457,0.18430000000000002,32.92859109665018,0.7483742292520327,deceptive,True,"{'talk': 0.0671, 'warn': 0.094, 'intimidate': -0.111, 'flee': 0.0755, 'attack': -0.0607, 'help': 0.1006, 'report': 0.1614, 'trade': 0.3457, 'observe': 0.1464, 'idle': 0.1384}"
340,npc_340,player_talks,observe,0.3185,0.3315,24.634668948736294,0.1449115303382129,broken,True,"{'talk': 0.2304, 'flee': 0.142, 'observe': 0.3185, 'idle': 0.2955, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
341,npc_341,npc_interacts_npc,idle,0.3919,0.2963,90.31570986825994,0.2363818947795565,free,True,"{'flee': -0.0599, 'observe': 0.0956, 'idle': 0.3919}"
342,npc_342,object_destroyed,trade,0.378,0.1528,82.31977803964665,0.41296131854129736,deceptive,False,"{'talk': -0.054, 'warn': 0.2252, 'intimidate': -0.3942, 'flee': 0.1258, 'attack': -0.4185, 'help': 0.0052, 'report': 0.1826, 'trade': 0.378, 'observe': 0.1839, 'idle': 0.1614}"
343,npc_343,npc_interacts_npc,warn,0.3716,0.013000000000000012,79.10193178139538,0.6282962732430364,free,False,"{'talk': 0.1509, 'warn': 0.3716, 'intimidate': -1.0, 'flee': 0.2394, 'attack': -1.0, 'help': 0.176, 'report': 0.3586, 'trade': -0.0522, 'observe': 0.2674, 'idle': 0.1437}"
344,npc_344,unknown,talk,0.4888,0.1612,17.34790257175778,0.2817973285813906,broken,True,"{'talk': 0.4888, 'flee': 0.0355, 'observe': 0.0555, 'idle': 0.2117, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
345,npc_345,PLAYER_ATTACKED,warn,0.6737,0.026699999999999946,26.17831654940631,0.6180040495760989,coerced,False,"{'talk': 0.1302, 'warn': 0.6737, 'intimidate': -1.0, 'flee': 0.4421, 'attack': -1.0, 'help': 0.1068, 'report': 0.647, 'trade': 0.182, 'observe': 0.3426, 'idle': 0.4034}"
346,npc_346,player_helpers,idle,0.33,0.32,28.796197285088166,0.8563377276555146,broken,True,"{'talk': -0.0361, 'flee': 0.0641, 'observe': 0.3041, 'idle': 0.33, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
347,npc_347,object_changed,trade,0.3331,0.12810000000000002,97.43991769330468,0.3834954552982238,loyal,True,"{'talk': 0.205, 'warn': -0.0334, 'intimidate': -0.3215, 'flee': 0.1842, 'help': 0.1531, 'report': -0.0554, 'trade': 0.3331, 'observe': 0.0764, 'idle': 0.1889}"
348,npc_348,faction_event,report,0.4681,0.014000000000000012,97.75238737068833,0.8922259476748138,coerced,True,"{'talk': 0.2644, 'warn': 0.4541, 'intimidate': -0.1494, 'flee': -0.0149, 'attack': -0.0382, 'help': 0.1102, 'report': 0.4681, 'trade': 0.1009, 'observe': 0.0877, 'idle': 0.068}"
349,npc_349,unknown,observe,0.4248,0.2252,87.16795591516157,0.9262370424724073,broken,True,"{'talk': 0.096, 'flee': 0.0698, 'observe': 0.4248, 'idle': 0.3968, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
350,npc_350,smell_emitted,trade,0.4501,0.0943,18.314132121102688,0.4671328398319323,deceptive,False,"{'talk': 0.1779, 'warn': 0.1817, 'intimidate': -0.2776, 'flee': 0.0028, 'attack': -0.2903, 'help': 0.2968, 'report': 0.3558, 'trade': 0.4501, 'observe': -0.0435, 'idle': 0.0877}"
351,npc_351,PLAYER_ATTACKED,talk,0.2379,0.0884,74.9936651503576,0.6631376786953017,free,True,"{'talk': 0.2379, 'warn': 0.0642, 'intimidate': -0.1977, 'flee': 0.0204, 'attack': -0.1709, 'help': 0.0744, 'report': -0.0505, 'trade': 0.1495, 'observe': 0.0742, 'idle': -0.0496}"
352,npc_352,light_changed,idle,0.0,0.008000000000000007,83.69772085811074,0.8306992255725462,deceptive,True,"{'talk': 0.0893, 'warn': 0.1174, 'intimidate': -1.0, 'flee': 0.0757, 'attack': -1.0, 'help': 0.0427, 'report': 0.0124, 'trade': 0.1471, 'observe': 0.137, 'idle': 0.1391}"
353,npc_353,npc_proximity_leave,help,0.3266,0.1486,54.715622180625935,0.2551639018804639,deceptive,False,"{'talk': 0.1605, 'warn': 0.1455, 'intimidate': -0.5761, 'flee': 0.0991, 'attack': -0.5041, 'help': 0.3266, 'report': 0.0289, 'trade': 0.178, 'observe': 0.0485, 'idle': 0.1457}"
354,npc_354,betrayal,report,0.1723,0.008900000000000019,90.37342718613291,0.09611149752179438,coerced,True,"{'talk': 0.1226, 'warn': 0.1634, 'intimidate': -0.2302, 'flee': 0.0163, 'attack': -0.2789, 'help': 0.023, 'report': 0.1723, 'trade': 0.1277, 'observe': -0.007, 'idle': 0.1163}"
355,npc_355,player_attack,trade,0.2483,0.014600000000000002,67.64400320070251,0.9306676126668024,loyal,False,"{'talk': 0.2337, 'warn': 0.0051, 'intimidate': -0.509, 'flee': 0.183, 'help': 0.182, 'report': -0.0145, 'trade': 0.2483, 'observe': 0.0141, 'idle': 0.0216}"
356,npc_356,object_changed,talk,0.1759,0.0393,91.73020127795256,0.4130194045192328,loyal,True,"{'talk': 0.1759, 'warn': 0.0968, 'intimidate': -0.2357, 'flee': -0.0605, 'help': 0.1366, 'report': -0.0029, 'trade': 0.1006, 'observe': 0.0127, 'idle': 0.0342}"
357,npc_357,PLAYER_ATTACKED,idle,0.405,0.037900000000000045,58.7208388180246,0.6238103941666637,coerced,True,"{'talk': 0.1396, 'warn': 0.2659, 'intimidate': -1.0, 'flee': 0.1778, 'attack': -1.0, 'help': 0.1851, 'report': 0.3671, 'trade': 0.1263, 'observe': 0.3458, 'idle': 0.405}"
358,npc_358,npc_moved,report,0.2157,0.07370000000000002,86.8780520988383,0.48672249393761136,loyal,True,"{'talk': 0.0773, 'warn': 0.142, 'intimidate': -0.0033, 'flee': -0.0582, 'help': -0.0339, 'report': 0.2157, 'trade': 0.1179, 'observe': -0.021, 'idle': 0.1176}"
359,npc_359,saved_life,talk,0.4898,0.15500000000000003,24.178021725854627,0.5385825350203697,deceptive,True,"{'talk': 0.4898, 'warn': 0.0451, 'intimidate': -1.0, 'flee': 0.2019, 'attack': -1.0, 'help': 0.2277, 'report': -0.0101, 'trade': 0.1668, 'observe': 0.3263, 'idle': 0.3348}"
360,npc_360,light_changed,talk,0.3092,0.007899999999999963,5.092218021936756,0.7130928146227296,deceptive,True,"{'talk': 0.3092, 'warn': 0.1769, 'intimidate': -1.0, 'flee': 0.1624, 'attack': -1.0, 'help': 0.1954, 'report': 0.2541, 'trade': 0.229, 'observe': 0.2176, 'idle': 0.3013}"
361,npc_361,theft,idle,0.218,0.43200000000000005,26.78488708501845,0.11694074045709368,broken,True,"{'talk': 0.0015, 'flee': 0.0587, 'observe': 0.1082, 'idle': 0.218, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
362,npc_362,player_interacts,talk,0.3249,0.15070000000000003,95.98033682768127,0.7345846322197881,coerced,True,"{'talk': 0.3249, 'warn': 0.0341, 'intimidate': -0.2306, 'flee': -0.0988, 'attack': -0.2278, 'help': 0.0432, 'report': 0.0715, 'trade': -0.0648, 'observe': 0.1742, 'idle': 0.0056}"
363,npc_363,combat,talk,0.2678,0.0030000000000000027,35.87867534228124,0.17471479496321585,loyal,False,"{'talk': 0.2678, 'warn': 0.1977, 'intimidate': 0.2254, 'flee': -0.0275, 'help': 0.2648, 'report': 0.1427, 'trade': 0.0519, 'observe': 0.1372, 'idle': 0.0655}"
364,npc_364,player_attacks,idle,0.5952,0.44799999999999995,85.34081480662195,0.10414202292565189,deceptive,True,"{'talk': 0.0754, 'warn': 0.1465, 'intimidate': -1.0, 'flee': 0.0974, 'attack': -1.0, 'help': 0.1472, 'report': 0.1425, 'trade': 0.026, 'observe': 0.0474, 'idle': 0.5952}"
365,npc_365,theft,report,0.3407,0.17,91.09857705357554,0.44151791007790475,free,True,"{'talk': 0.1266, 'warn': 0.1312, 'intimidate': -0.0734, 'flee': -0.043, 'attack': -0.0873, 'help': -0.0434, 'report': 0.3407, 'trade': 0.1567, 'observe': -0.0159, 'idle': 0.1707}"
366,npc_366,object_destroyed,idle,0.3029,0.1497,71.5199744364956,0.2454512801141382,loyal,True,"{'talk': 0.0368, 'warn': 0.1532, 'intimidate': 0.0254, 'flee': 0.1254, 'help': -0.0491, 'report': 0.1312, 'trade': -0.0124, 'observe': 0.0938, 'idle': 0.3029}"
367,npc_367,intimidation,idle,0.3218,0.09859999999999997,94.36428403078108,0.9819449243871319,free,True,"{'talk': -0.0767, 'warn': 0.2232, 'intimidate': 0.0182, 'flee': 0.1156, 'attack': 0.1338, 'help': -0.0169, 'report': 0.1917, 'trade': 0.1478, 'observe': -0.0185, 'idle': 0.3218}"
368,npc_368,dialogue,talk,0.5983,0.20780000000000004,72.15510438583604,0.8270035555942411,loyal,True,"{'talk': 0.5983, 'warn': 0.1093, 'intimidate': -1.0, 'flee': 0.1795, 'help': 0.0431, 'report': 0.1797, 'trade': 0.1853, 'observe': 0.3905, 'idle': 0.3904}"
369,npc_369,weather_changed,observe,0.2723,0.37770000000000004,33.44929247349019,0.1260056459938712,broken,True,"{'talk': 0.0427, 'flee': 0.2378, 'observe': 0.2723, 'idle': 0.1945, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
370,npc_370,unknown,trade,0.3041,0.1986,73.19861654933224,0.5074993770902853,free,True,"{'talk': 0.0621, 'warn': 0.0002, 'intimidate': -0.3998, 'flee': 0.0163, 'attack': -0.3741, 'help': 0.1055, 'report': -0.0977, 'trade': 0.3041, 'observe': 0.0101, 'idle': 0.0793}"
371,npc_371,PLAYER_SPOKE,idle,0.2285,0.014399999999999996,67.24338020382187,0.24763333130796938,loyal,True,"{'talk': 0.0982, 'warn': 0.1092, 'intimidate': 0.0236, 'flee': -0.0067, 'help': -0.0858, 'report': 0.0682, 'trade': 0.1111, 'observe': 0.2141, 'idle': 0.2285}"
372,npc_372,player_interacts,idle,0.5103,0.39799999999999996,52.625560315514875,0.39478247517358356,deceptive,True,"{'talk': 0.1123, 'warn': 0.1016, 'intimidate': -1.0, 'flee': -0.0652, 'attack': -1.0, 'help': 0.1034, 'report': -0.0113, 'trade': -0.0545, 'observe': 0.0401, 'idle': 0.5103}"
373,npc_373,help,idle,0.179,0.47100000000000003,11.805815767102468,0.7464963060381985,broken,False,"{'talk': 0.0424, 'flee': 0.1766, 'observe': 0.1453, 'idle': 0.179, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
374,npc_374,player_threatens,talk,0.2345,0.13989999999999997,14.213980573261153,0.8942529283848699,coerced,True,"{'talk': 0.2345, 'warn': -0.065, 'intimidate': 0.0938, 'flee': 0.0433, 'attack': 0.0858, 'help': 0.0946, 'report': -0.0551, 'trade': 0.0208, 'observe': -0.0396, 'idle': -0.0133}"
375,npc_375,player_insults,idle,0.4748,0.1068,83.4459988177072,0.13852228600355876,deceptive,True,"{'talk': 0.3159, 'warn': 0.0839, 'intimidate': -1.0, 'flee': 0.277, 'attack': -1.0, 'help': 0.368, 'report': 0.2482, 'trade': 0.1208, 'observe': 0.33, 'idle': 0.4748}"
376,npc_376,player_asks_why,explain,1.0,1.0,64.59165296594045,0.5719947936394006,broken,False,{'explain': 1.0}
377,npc_377,npc_state_changed,trade,0.2789,0.03369999999999998,96.2376766048175,0.8296905510546095,loyal,True,"{'talk': -0.0043, 'warn': 0.2452, 'intimidate': -0.1809, 'flee': 0.1035, 'help': 0.0334, 'report': 0.2379, 'trade': 0.2789, 'observe': -0.0619, 'idle': 0.0637}"
378,npc_378,player_moved,flee,0.3848,0.26520000000000005,25.71777931677184,0.1681559926670173,broken,False,"{'talk': -0.0347, 'flee': 0.3848, 'observe': 0.2219, 'idle': 0.3654, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
379,npc_379,object_destroyed,idle,0.0,0.0175,37.551315830333166,0.20255945801454,loyal,True,"{'talk': -0.0427, 'warn': 0.0681, 'intimidate': -0.0687, 'flee': 0.0856, 'help': 0.005, 'report': 0.0056, 'trade': 0.0133, 'observe': -0.0655, 'idle': -0.0278}"
380,npc_380,weather_changed,idle,0.0,0.0228,26.915973837729734,0.2463160959108046,coerced,True,"{'talk': -0.0017, 'warn': -0.0896, 'intimidate': -0.2299, 'flee': 0.0711, 'attack': -0.1132, 'help': 0.1153, 'report': 0.0088, 'trade': 0.0925, 'observe': 0.0806, 'idle': -0.0083}"
381,npc_381,player_attacks,observe,0.2732,0.03900000000000001,0.10010586130895227,0.28924945483400555,free,False,"{'talk': 0.0712, 'warn': 0.2095, 'intimidate': -1.0, 'flee': 0.2342, 'attack': -1.0, 'help': 0.1127, 'report': 0.0692, 'trade': 0.2145, 'observe': 0.2732, 'idle': 0.163}"
382,npc_382,world_tick,flee,0.1793,0.4707,6.993521973966321,0.8304981078181435,broken,True,"{'talk': 0.0053, 'flee': 0.1793, 'observe': 0.0038, 'idle': 0.0992, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
383,npc_383,sound_emitted,idle,0.4461,0.024399999999999977,45.97993415519049,0.6918450603911708,free,True,"{'talk': 0.1398, 'warn': 0.4217, 'intimidate': -1.0, 'flee': 0.3661, 'attack': -1.0, 'help': 0.2443, 'report': 0.2939, 'trade': 0.299, 'observe': 0.3795, 'idle': 0.4461}"
384,npc_384,combat,warn,0.7439,0.14739999999999998,67.22459131733744,0.827466835091344,coerced,False,"{'talk': 0.1285, 'warn': 0.7439, 'intimidate': 0.4011, 'flee': 0.1888, 'attack': 0.3995, 'help': 0.1426, 'report': 0.5965, 'trade': -0.0521, 'observe': 0.1502, 'idle': 0.1552}"
385,npc_385,player_threatens,talk,0.4819,0.12169999999999997,80.84144943789357,0.9672965061888037,deceptive,True,"{'talk': 0.4819, 'warn': 0.0318, 'intimidate': 0.035, 'flee': 0.1738, 'attack': -0.0114, 'help': 0.3602, 'report': 0.2254, 'trade': 0.1271, 'observe': 0.2574, 'idle': 0.2707}"
386,npc_386,betrayal,talk,0.3935,0.2565,12.743091031629195,0.8810030931463834,broken,True,"{'talk': 0.3935, 'flee': 0.0875, 'observe': 0.3543, 'idle': 0.2742, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
387,npc_387,time_passed,report,0.2457,0.04530000000000001,27.403559626428553,0.3614718431029983,coerced,False,"{'talk': 0.0, 'warn': 0.2004, 'intimidate': -0.4219, 'flee': 0.034, 'attack': -0.3115, 'help': 0.0566, 'report': 0.2457, 'trade': 0.0982, 'observe': 0.1498, 'idle': 0.0358}"
388,npc_388,sound_emitted,idle,0.0,0.04139999999999999,16.44815752597498,0.09672609737420634,free,True,"{'talk': 0.024, 'warn': -0.0516, 'intimidate': -0.0303, 'flee': -0.0045, 'attack': -0.1183, 'help': -0.0398, 'report': 0.0044, 'trade': -0.0513, 'observe': 0.0817, 'idle': 0.0403}"
389,npc_389,npc_proximity_close,talk,0.2371,0.004400000000000015,12.48263723070524,0.3773951330280261,free,True,"{'talk': 0.2371, 'warn': 0.0439, 'intimidate': -0.2809, 'flee': 0.0668, 'attack': -0.1898, 'help': 0.2327, 'report': 0.0387, 'trade': 0.0338, 'observe': 0.2002, 'idle': 0.1957}"
390,npc_390,sound_emitted,warn,0.5552,0.09130000000000005,23.31119840188528,0.010606545607829365,deceptive,False,"{'talk': 0.2107, 'warn': 0.5552, 'intimidate': -0.0751, 'flee': 0.1591, 'attack': -0.0722, 'help': 0.2223, 'report': 0.4639, 'trade': 0.1768, 'observe': 0.207, 'idle': 0.1645}"
391,npc_391,player_asks_why,explain,1.0,1.0,25.628610220097904,0.4446243136072412,free,False,{'explain': 1.0}
392,npc_392,movement,warn,0.5484,0.008700000000000041,51.76805897536867,0.2373873554699708,loyal,False,"{'talk': 0.2723, 'warn': 0.5484, 'intimidate': -0.2115, 'flee': 0.0845, 'help': 0.1163, 'report': 0.5397, 'trade': -0.0449, 'observe': 0.1573, 'idle': 0.1548}"
393,npc_393,idle,idle,0.3666,0.04309999999999997,61.61031372817723,0.45430209395368004,free,True,"{'talk': 0.2857, 'warn': 0.1317, 'intimidate': -0.1579, 'flee': 0.2485, 'attack': -0.1555, 'help': 0.3235, 'report': 0.2319, 'trade': 0.1357, 'observe': 0.1024, 'idle': 0.3666}"
394,npc_394,weather_changed,talk,0.1921,0.016600000000000004,36.281714595773884,0.11518929259778532,coerced,True,"{'talk': 0.1921, 'warn': 0.0206, 'intimidate': -0.3612, 'flee': 0.0637, 'attack': -0.3736, 'help': 0.0099, 'report': 0.0989, 'trade': 0.1755, 'observe': 0.1683, 'idle': 0.1356}"
395,npc_395,sound_emitted,observe,0.251,0.0923,91.06489501982198,0.3789227579151778,free,True,"{'talk': 0.0313, 'warn': 0.0301, 'intimidate': -0.0622, 'flee': -0.0434, 'attack': -0.0276, 'help': 0.065, 'report': 0.1341, 'trade': 0.0974, 'observe': 0.251, 'idle': 0.1587}"
396,npc_396,PLAYER_SPOKE,observe,0.2587,0.05299999999999999,19.168129215057718,0.5995491626079392,coerced,False,"{'talk': 0.1178, 'warn': 0.1017, 'intimidate': -1.0, 'flee': 0.2057, 'attack': -1.0, 'help': 0.1428, 'report': 0.0712, 'trade': 0.0954, 'observe': 0.2587, 'idle': 0.1444}"
397,npc_397,player_helpers,idle,0.2303,0.1016,79.09972195588215,0.38811584376773256,loyal,True,"{'talk': 0.0515, 'warn': -0.0309, 'intimidate': -0.1976, 'flee': 0.1098, 'help': -0.0441, 'report': 0.1183, 'trade': 0.0317, 'observe': 0.1287, 'idle': 0.2303}"
398,npc_398,player_attack,idle,0.2078,0.44220000000000004,3.660448794960669,0.8631682636915489,broken,True,"{'talk': 0.1291, 'flee': 0.093, 'observe': -0.0824, 'idle': 0.2078, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
399,npc_399,player_insults,idle,0.0,0.5685,62.11258198050705,0.40895277535551733,broken,True,"{'talk': 0.0313, 'flee': -0.0238, 'observe': 0.0406, 'idle': 0.0815, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
400,npc_400,npc_proximity_leave,idle,0.3166,0.33340000000000003,11.858788185826441,0.33375784156207977,broken,True,"{'talk': -0.0644, 'flee': 0.1242, 'observe': 0.1486, 'idle': 0.3166, 'opp_attention_component': 0.0, 'opp_distance_component': 0.0, 'opp_weapon_component': 0.0, 'opp_allies_component': 0.0, 'opp_raw_score': 0.0, 'opp_threshold': 0.65}"
401,npc_401,smell_emitted,warn,0.3052,0.06340000000000004,94.58150074314958,0.011890720367461305,coerced,True,"{'talk': 0.0798, 'warn': 0.3052, 'intimidate': -0.2481, 'flee': 0.0825, 'attack': -0.1729, 'help': 0.0288, 'report': 0.1823, 'trade': 0.2159, 'observe': 0.1473, 'idle': 0.2418}"
402,npc_402,dialogue,observe,0.2124,0.1114,20.958475350350735,0.37470016732029776,coerced,True,"{'talk': 0.101, 'warn': 0.0851, 'intimidate': -0.0514, 'flee': -0.0533, 'attack': -0.0923, 'help': 0.0152, 'report': -0.0519, 'trade': 0.0797, 'observe': 0.2124, 'idle': 0.0423}"
